sample_id,substrate_material,coating_material,reinforcement,coating_method,electrolyte_composition,current_voltage_mode,ac_dc_mode,cooling_method,surface_preparation,reinforcement_percentage,particle_size,current_density,voltage,frequency,duty_cycle,treatment_time,temperature,pressure,spray_distance,surface_roughness,heat_treatment_temperature,heat_treatment_time,speed,num_passes,surface_hardness,corrosion_resistance,corrosion_rate,coating_thickness,porosity,pore_size,wear_resistance,experiment_id,data_source,is_demo,units,notes
S0001,Magnesium,Magnesium,Si3N4,plasma_spray,mixed_oxide,constant_voltage,DC,air,polished,10.911159838086272,5.671168602619217,58.31018242104499,92.42922177746716,1701.2910594633613,26.717190234505185,60.12003851254536,17.391961026007667,4.249577934338234,54.206534253112096,3.563896489531225,500.0,5.038557680548313,21.857640614505552,4.0,83.16984925665363,51.01890516813866,0.5143194802356235,70.92117753748303,9.472907313987147,0.46761184047961724,240.26772609352744,E001,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0137,Zirconium,Aluminum,Si3N4,PEO,silicate,constant_current,DC,oil,as_received,19.75013347481303,0.6545223844852424,33.38970592523815,543.446101269004,1516.2430907392288,19.26961605100666,14.889881738019577,31.93700556765593,1.7407363262814979,156.39821347354479,1.2818993478020357,450.0,11.69357183460142,22.42697016226541,3.0,225.07006330206298,41.419522605830245,0.6695655434880803,49.10106543515663,9.000511201543844,11.809687978194304,303.3765662541075,E014,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0138,Magnesium,Zirconium,Al2O3,electrodeposition,NaOH,constant_voltage,AC,water,polished,1.3751662882873936,23.53710418669266,56.727250285304926,474.69577585421945,771.2181104753563,69.07826296384306,26.937509533666375,25.273268922724995,1.0777017382543206,116.08180606875807,2.8312127446213475,150.0,7.201406001831267,6.012933560477127,7.0,209.9067586832631,1.0,1.4162919031625414,61.37811750603252,29.68037698084273,14.261425949407158,81.55672341890244,E014,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0139,Aluminum,ZrO2,Si3N4,PEO,silicate,constant_current,AC,air,as_received,15.087383702057906,2.7522876236654006,26.91705164681902,514.4650085631796,3600.7022378315364,43.47595427572689,57.386054211840246,69.77954851538115,4.893099306533012,202.15343468561952,5.583839224811505,200.0,5.437887479086283,2.3439453343551184,5.0,82.73884686959772,24.339923214295343,0.5111657325703525,60.547832202229415,12.217294848139538,15.017844811657561,191.97677159297385,E014,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0140,Aluminum,TiO2,TiO2,anodizing,aluminate,constant_voltage,AC,oil,sandblasted,1.9013122338987212,3.2151257616448343,16.842305210749497,177.38621204876833,2909.9936272799414,94.9757623403459,111.97092180564862,20.515509183158336,1.4073796645437244,207.0482314820591,1.7127572774287854,500.0,7.008274295072652,9.745139582889868,4.0,32.84371015034704,32.82598708060729,0.9175356424570856,24.94894829156208,4.680485817650664,2.6023369952202944,94.62419382855613,E014,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0141,Tantalum,Al2O3,ZrO2,electrodeposition,phosphate,constant_current,AC,oil,sandblasted,12.046590085621503,3.7063433214280055,9.15893308815232,121.22903614213489,1005.0807433877995,29.127008523195453,69.6159510126962,77.82095564474494,1.1149338653508942,205.58623401897418,6.123176698696565,25.0,0.0,11.171618770700572,5.0,168.48991028445124,26.134205840322636,0.5573546874631723,30.89079737608414,4.356188974506998,2.159524416912647,182.4091558572485,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0142,Magnesium,TiO2,Al2O3,PEO,mixed_oxide,constant_current,AC,furnace,as_received,15.243468007350637,24.532849273632152,42.21938055251409,381.65763968635,3801.478940437183,33.8445574602316,49.58295254394593,53.25339548060069,3.3170940504580395,130.4446534297203,5.167688490887902,250.0,5.501964827839611,1.5543081534110375,5.0,215.8669612442544,24.214366125136795,1.0611409830913048,61.70175210965439,15.661497909856251,12.12785224500836,218.676234420698,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0143,Aluminum,ZrO2,ZrO2,plasma_spray,mixed_oxide,constant_current,AC,furnace,ground,7.504485746720885,15.460622992241403,58.472467519854355,307.92971899306,2594.6521762107054,47.579035037236835,117.5125755555848,48.65308615982061,1.9348841727324289,65.93793410432576,4.036722640193332,150.0,5.648662748908203,9.427530995150542,5.0,151.62702477428803,42.67947299554314,0.14574201548064225,108.32200678779536,19.271374545097363,8.976599854736014,179.86269721325118,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0144,Aluminum,Tantalum,Si3N4,plasma_spray,phosphate,constant_current,DC,water,polished,0.7132270616579428,15.276734295011073,2.67228246371251,311.5839803721897,3266.9759975370375,32.840787637856366,58.32680021544818,70.07779045724715,1.10007142331222,102.50120970639973,0.743897399022633,300.0,8.56611298788965,29.794438541143588,5.0,76.45892240282593,54.84136418991891,0.4431119114987456,46.7712336670439,2.672209418216904,7.023928745418406,106.24380752600551,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0145,Tantalum,ZrO2,Al2O3,PEO,aluminate,constant_current,DC,furnace,ground,12.106192366445805,24.668120127887313,44.68627593190948,512.3095892416088,1796.6951698169437,68.8194361428537,54.87952197406044,16.790595383944652,3.205045027471442,88.60485700555844,1.922213187411232,500.0,1.1999197068655645,34.361913895843145,,193.0981199485675,34.387386310634156,0.3420374433988912,65.02211028478065,14.028980106171655,13.75162310845333,202.39203477981405,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0146,Tantalum,Zirconium,TiO2,anodizing,silicate,constant_current,DC,oil,polished,19.82927024873054,2.2565472934026363,55.688891391020334,360.0404533266311,2195.48780651188,50.87718953542585,52.339096442088206,65.51492871145562,,80.97508644582756,0.05,200.0,6.7109265353159575,36.031197361019,3.0,177.2986421744794,16.94040434734527,0.9567513615626352,36.58123006392348,15.4584707356359,7.907279862142401,241.77929398690776,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0147,Magnesium,Tantalum,TiO2,anodizing,KOH,constant_voltage,DC,oil,polished,5.523539745350667,24.363797268930114,5.412110519413611,205.53191755229494,901.710491874711,28.774700962210915,40.90070834978157,22.579262961953575,4.069392683932204,281.57083026789326,0.7094566063833525,250.0,6.794269840503566,16.20664727309819,4.0,154.30715822988162,44.562446638679134,1.398551606103639,28.337570371908168,1.865899631894649,5.255860984511048,121.5857164366146,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0148,Magnesium,MgO,Si3N4,electrodeposition,mixed_oxide,constant_voltage,DC,oil,as_received,4.195079905150708,5.14012800652332,7.500032661261856,250.03327820893801,3782.5793382267047,53.04179590635782,42.4549031198222,69.65057643112809,1.1998067045552256,53.46191149349198,2.7864590617168377,300.0,9.20265100297638,13.457135310238748,2.0,219.9339582846164,17.234675726085438,1.4372216308442423,31.98520264721837,6.080223070973083,5.282592640327673,143.12960774841673,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0149,Tantalum,TiO2,graphene,sol_gel,fluoride,constant_voltage,DC,furnace,as_received,2.9165549086935414,15.595634013872784,41.82546880853281,,785.0566207589593,85.54696014102826,84.10126189189228,49.39645425046102,3.00590180572974,200.46443480908042,2.8846761732670383,450.0,11.800414651871568,39.994573080107614,4.0,202.53331764658722,32.391972755220195,0.6501613785606689,21.81236845691418,5.620503596062671,0.4935106720528988,141.18017246938658,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0150,Magnesium,ZrO2,Si3N4,sol_gel,fluoride,constant_current,AC,oil,polished,11.327484588051094,10.531084954304653,39.22983917785151,146.15702013784465,3891.5129737553066,77.35362998225449,9.696093694316332,18.973411153405966,4.161552668066573,286.86844893503417,0.33273533977118985,500.0,9.651180048048293,31.00427758594196,7.0,176.94946011301167,33.82458929178374,1.8294273523391469,23.915219088769085,8.124050258473178,2.8585279404482518,183.00735403414038,E015,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0151,Tantalum,Tantalum,Al2O3,PEO,aluminate,constant_voltage,DC,air,polished,12.13067943752533,9.629597746255596,5.060817503658496,121.67503510476925,3990.0392744229302,52.40045857627979,83.40892344932668,69.16092752208608,1.2248915514088337,140.01328187353198,0.413399608619746,25.0,0.0,21.95673115539462,5.0,176.24690718510803,42.59385967297636,0.4188278646312545,38.25843558922993,2.1560595083168206,3.0380834169118107,165.26933563750177,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0152,Aluminum,Al2O3,TiO2,PEO,aluminate,constant_voltage,AC,air,sandblasted,15.949281324822847,23.28452104556259,50.23094237691823,455.14567060567725,3733.0048202756084,34.52187126706555,28.138517284475373,16.775417609631358,1.434570132968037,181.7745222931156,6.818675358773744,300.0,2.448711565482553,10.936085874886468,2.0,175.68457954562047,11.783127499112247,0.9036543353685244,52.5225810199956,23.586697007535296,13.956829773861957,220.59255395859267,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0153,Tantalum,Aluminum,TiO2,PEO,fluoride,constant_voltage,AC,water,as_received,15.184928835599939,3.773231824584398,31.88200702284865,402.4367339860594,97.11394029370213,25.29034949971486,49.18392036851668,23.994095038084225,0.5108512884425493,223.9459158687899,5.624972327412075,400.0,7.265001173781462,13.530912662519084,7.0,145.53624388164405,37.3306661093751,0.3798260433097542,60.810549494607365,11.700364030283307,9.803438411033351,249.40910236627724,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0154,Aluminum,ZrO2,ZrO2,plasma_spray,silicate,constant_current,DC,oil,as_received,17.904559148504198,24.926871826352276,54.52464502686014,315.17250880542593,1365.666063033368,84.66254456088612,21.85198184443818,66.85859404873088,2.8608537037787967,129.29242366455972,3.0324184505994807,25.0,0.0,21.0992096043461,6.0,132.06276182164635,34.45685421232114,0.25809657454595497,100.54923059115296,19.195202284106962,8.454199184797085,202.51335320661678,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0155,Aluminum,MgO,Al2O3,PEO,phosphate,constant_voltage,AC,oil,ground,16.21256761767488,9.509170274234137,52.801461978569556,237.18391681378537,2341.6887139590685,70.36418994238919,68.56637006833402,45.21662305076291,1.3760676358787791,169.4129969268123,5.191096882937668,450.0,11.222761731921324,22.141233871839276,4.0,186.11210108971832,23.556912133233315,0.5628078165283849,59.591369432034554,15.890963216052661,6.740130858599939,222.26176581086327,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0156,Zirconium,MgO,graphene,anodizing,silicate,constant_voltage,DC,water,ground,5.321708120049167,16.236933852019433,48.93795837395978,384.24714516217523,2977.7218935839787,58.63388076753397,88.87530116949605,72.2902657830642,3.759091590771046,254.275712583188,1.0096440054747113,200.0,9.991069364182156,1.533467126673435,2.0,164.30878592345084,1.0,1.12069537048059,36.32365754811471,20.69831544092584,10.625214907910625,115.10693352849285,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0157,Magnesium,ZrO2,none,sol_gel,silicate,constant_current,DC,oil,sandblasted,0.0,0.0,31.438034878420858,456.4526738478805,4596.110496845251,84.75194490606181,45.785391246481936,56.30290273142043,4.829962350279226,236.3389163200659,3.9002406753552994,300.0,2.6731389731694803,38.4166033255875,3.0,137.79572370611947,7.470434164947636,2.4579399604810894,29.46131757971871,15.820481879352718,12.092767128102103,66.27858807352918,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0158,Zirconium,Al2O3,Si3N4,sol_gel,phosphate,constant_current,DC,furnace,polished,6.29953320232481,1.4871462069554209,15.850927863216503,490.6166078358545,1878.0298606435115,20.343674426797605,23.79290641713024,55.52936903407652,1.4393997004958161,252.11235287321017,4.099799337463967,500.0,8.69462244001731,23.448643646710977,6.0,57.86549786042916,24.38290762115348,0.717488917163742,18.07441517479533,4.933850031487184,11.589683879876363,156.8762942782964,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0159,Zirconium,Magnesium,Al2O3,sol_gel,fluoride,constant_voltage,DC,water,ground,6.930814901254298,23.075465854983506,30.85255473075682,323.5081141031668,4375.11659386977,68.0115893101758,31.048141922085186,33.99528189858097,3.420936552935897,296.835040906914,2.2130295842013976,350.0,10.621781896087198,23.9771715319562,5.0,184.42433350369643,8.871505368600971,1.3255009115752032,17.40465874019835,10.70285773170769,8.6155403236417,146.2012949194639,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0160,Tantalum,Zirconium,Al2O3,anodizing,aluminate,constant_current,DC,water,ground,18.672915199984928,14.216894064590866,6.947871290305024,459.94256090985044,817.1464406841827,28.420546555124716,99.08298563044085,23.68923403086268,1.4532550765633012,142.58186873404475,0.9842894051580615,500.0,8.331695116210215,9.24737421639895,2.0,172.1196855271524,36.378667132794384,0.4997059990665107,26.04116094370504,5.547759532473734,10.610980459657718,249.5970165371155,E016,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0161,Tantalum,Aluminum,graphene,electrodeposition,fluoride,constant_current,AC,oil,polished,13.796970148807935,17.624702130487435,39.87192275993214,305.65297670634754,1856.4024375431347,20.249082486358894,35.77960453188303,77.47620540828437,0.581030865408668,236.77281573394328,1.4743592589667813,350.0,,30.83449997324867,2.0,105.29465371417079,22.696608119366047,0.7037523798145571,30.638217026854917,9.994494873191513,6.918257732212292,157.13720811320184,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0162,Zirconium,Al2O3,TiO2,electrodeposition,KOH,constant_voltage,DC,water,polished,19.504513058396565,3.7721453879643914,8.90465593451145,287.2650445939454,261.410054106615,49.57672335058932,94.09079819629112,21.811849794320686,3.9134938739656318,200.69614177549573,2.2542543270106217,150.0,6.2518662918874055,29.753316283581867,7.0,108.3910965673169,26.610213349432783,0.7787422144622747,38.45928869548358,4.5110820619830285,5.833280815355849,233.47257578949652,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0163,Aluminum,Magnesium,Si3N4,PEO,aluminate,constant_current,AC,furnace,sandblasted,8.629794466015518,13.358016399234256,31.159204787542663,482.7159278110501,3712.446455278111,42.928399029970066,43.08793178271427,49.385689004781895,2.4530210449290175,216.65119180529908,5.161801863595991,400.0,7.825226554443309,4.711160962785798,4.0,84.2789245097555,28.537122155013407,0.5888243607276509,59.000325206467465,12.972017294342999,12.77843097244263,135.03705976459975,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0164,Aluminum,Aluminum,TiO2,plasma_spray,mixed_oxide,constant_current,AC,furnace,ground,10.980032680402543,16.85416718239483,4.20853647584225,243.186968132332,753.2637871645647,89.99975679264077,26.704243749440693,32.716958404260716,4.760540876815939,234.96847620823362,1.9930783475309877,350.0,3.885378271064743,24.20478051813689,5.0,241.62135640030414,37.568490842736786,0.4911792220010241,54.522694848307495,2.190358279205466,6.554062242924397,253.34669318064644,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0165,Aluminum,MgO,TiO2,plasma_spray,mixed_oxide,constant_current,AC,oil,sandblasted,9.998750688370224,11.433370319322663,18.671236926204106,247.95633952035112,1285.1000782422889,37.5382614739044,88.64048435715456,32.16914313279456,2.904286469645325,237.4328292365787,4.044695553607848,200.0,1.5213159980360698,26.669556067865315,3.0,219.24429983111898,25.19637389534498,0.5590464194324248,64.88408320084595,12.646068662971825,5.2662335809864365,206.27718280099967,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0166,Tantalum,Al2O3,none,anodizing,mixed_oxide,constant_voltage,AC,water,sandblasted,0.0,0.0,14.692747179517482,202.45567264245807,3876.166260966074,79.2666920194202,58.882678389648774,53.64810425468285,1.208672910390578,271.4362873237049,3.0572673155284087,25.0,0.0,33.58715880838122,1.0,153.43078647068768,11.444956790560035,0.8794154336136278,25.925601701605576,6.279764636372497,4.984008866437665,56.18261237610892,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0167,Aluminum,MgO,none,electrodeposition,aluminate,constant_current,DC,oil,polished,0.0,0.0,37.58186101998856,309.35086414730836,2673.58358711355,73.6502950398093,8.596883896602737,66.86571761662648,2.5239849880877503,137.33041880901385,2.4585490606627296,350.0,11.34615953500243,9.037555977790717,3.0,118.36369224287313,25.12214184459218,0.9576061687306635,49.3879634927565,14.301891658562,7.969859362555821,99.39853843692725,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0168,Magnesium,ZrO2,Al2O3,electrodeposition,fluoride,constant_voltage,AC,air,ground,10.788909031787401,21.36710013528779,47.420416009328015,322.42501684473035,69.86359709231283,66.77352895497557,115.39337822460584,65.51666638403312,1.4130130766270743,213.37033902797765,,350.0,10.353456856834859,35.22775707544983,5.0,192.10155801321312,31.064191105195214,0.9464915698988285,52.906508994017564,12.206447711335098,7.910972302150277,227.95106697925155,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0169,Aluminum,TiO2,ZrO2,plasma_spray,mixed_oxide,constant_current,DC,water,sandblasted,1.8137989500936218,0.9100512711774315,,380.23057265522846,11.176023736985673,88.23404020160507,21.991646183292353,71.47210979758097,4.451131727089585,120.07260789921396,6.618404686837648,400.0,4.340005868479235,18.99776179659623,3.0,146.1001987477194,43.76959473026974,0.2940285468745709,57.09762284037991,4.88000888840613,9.669845657540968,163.26679478881707,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0170,Magnesium,Aluminum,ZrO2,electrodeposition,mixed_oxide,constant_voltage,DC,air,sandblasted,18.66350762152334,17.73610885709827,51.16673742416767,265.2511550547853,2553.3031586994853,44.67359052241408,45.64180229210551,34.03867796430386,3.6090643139938616,198.64217627924378,5.909465714571178,,1.5755967400411754,4.764421152920146,5.0,244.68722746132508,11.176438231344594,1.83012883084187,48.180870195675695,20.0976973573081,7.053248245493719,243.59312668927623,E017,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0171,Magnesium,TiO2,graphene,electrodeposition,NaOH,constant_voltage,DC,air,polished,2.9149517978957307,24.984781411037446,51.78529400232166,158.91864594179967,1524.7775687459741,43.122050808543584,49.25138302450634,45.273839811479796,2.035574620946166,237.79378504298197,1.7206460316436865,300.0,3.721591457761175,5.119227638924162,4.0,42.126975062874,28.466805321407495,1.2467702048642002,47.14504208361195,12.175460599255617,3.4478388196421954,73.68602562699614,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0172,Magnesium,MgO,graphene,plasma_spray,fluoride,constant_voltage,DC,air,polished,4.3606245551296885,0.23670075286382702,21.193875382993344,483.4210312069379,901.5572299758857,23.680531004428296,61.28443841471753,15.606747259301622,2.875191452632132,247.7502715404101,3.7086442974938016,450.0,10.19260682181385,8.714373693253613,3.0,37.542861491764526,34.82845335512974,0.5773175724101482,67.03942688867977,9.543767115099666,12.401430375326406,157.00496498500573,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0173,Tantalum,Al2O3,Al2O3,anodizing,mixed_oxide,constant_voltage,AC,oil,sandblasted,15.423763866803412,4.0680897863575005,39.881239892249006,223.0004336190072,3067.9696885805547,33.43977641708088,95.32606256842962,63.545745503863756,,155.03112574728067,1.5412760566753008,500.0,8.041866837781985,12.027277533427032,2.0,155.09442395414214,34.36908378021913,0.48500132045051525,34.22471823365112,8.416019180760207,6.0287526733076575,209.45998157896662,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0174,Zirconium,Magnesium,SiC,electrodeposition,fluoride,constant_current,AC,air,polished,2.3902235648916172,16.869900307283707,24.754168870503523,511.47170992008733,1142.1823585871355,84.78099876517402,5.700382162639578,34.6523022892484,4.022859724904414,177.18005580033994,1.33248641359014,500.0,11.616983807183777,20.359826373932187,2.0,74.72142899155949,24.943104683423332,0.5166427953968946,38.437469222031034,7.671422092964017,13.360051205192342,104.17756759681626,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0175,Zirconium,MgO,none,electrodeposition,KOH,constant_voltage,DC,oil,polished,0.0,0.0,10.09726204918826,153.67666651322787,2961.0357484247397,50.32248129746628,112.23428590364858,51.49707966256212,0.8606624444174376,133.4624627925432,1.8977767740660527,150.0,4.440831712026689,30.201296712037834,2.0,162.94691598104234,21.096176114259464,0.8739125406323126,36.10838223718308,6.431062038959275,2.1580625762580294,90.56313555433145,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0176,Aluminum,Al2O3,Al2O3,sol_gel,fluoride,constant_voltage,DC,water,polished,14.651168929089444,14.76526009720368,32.191082695223514,330.02873811811526,1896.3297529313645,39.01503238621039,79.28878792334629,26.004518331264293,0.6013347889786105,92.25908663490762,2.071811194519614,150.0,6.841929383353888,8.282310178757859,6.0,201.913066280379,6.730864761885784,1.3567757042535011,27.94314762180509,11.523315267186941,7.838724967674467,215.69346142550495,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0177,Zirconium,MgO,Al2O3,PEO,NaOH,constant_voltage,DC,water,polished,1.8381067136227487,17.11580258384835,6.095220795594202,318.3075467647261,933.7310883489486,28.369524681984547,114.3246211021276,68.26096796373136,1.0150371372645042,115.12935129813305,3.7175157184909997,350.0,9.58543954883962,39.71341998548193,3.0,60.384147460672025,31.253779979200896,0.43425149005468044,40.16983488789526,0.3,8.630669307554559,72.9690082725892,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0178,Magnesium,Magnesium,SiC,plasma_spray,silicate,constant_voltage,AC,furnace,sandblasted,13.991017695070232,14.72425138544605,52.82985716836328,464.32392396349763,690.5236893437433,51.221621270707274,98.99979680289587,68.12269425308806,2.2774833957765335,278.0342512249561,7.180563822614111,300.0,,7.299355339042191,6.0,126.93380932169615,29.344313555121175,0.3539583297841643,109.8505729503664,25.829957823179644,14.24270565516575,215.6850466067195,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0179,Tantalum,MgO,SiC,sol_gel,phosphate,constant_voltage,AC,oil,polished,12.816756572340697,9.161358340375628,55.5330958051669,119.42569337541488,1184.3030156364403,70.91655648948495,111.70139507956993,72.0344394589421,2.600179745369414,127.242385602329,1.5419830696125383,200.0,11.587034708586156,24.37574074116375,3.0,181.50675835885815,13.152369577604555,0.713013306729587,27.868388947507835,11.858806693998268,1.978728807959699,194.5571232540715,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0180,Zirconium,TiO2,none,plasma_spray,silicate,constant_current,AC,oil,polished,0.0,0.0,49.47517508367281,504.96858645873067,149.1605400649254,34.368822163851405,74.11506335760298,17.985904811936983,1.1140773359623177,293.68983338640254,1.3685391122144608,25.0,0.0,37.22867699898226,3.0,213.44998554805366,16.88931570652099,0.14689238899923995,98.31748418223357,23.20452880243419,12.81261068087222,120.04027792026486,E018,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0181,Tantalum,Al2O3,graphene,sol_gel,phosphate,constant_current,AC,oil,sandblasted,16.64985812354205,14.877645978944821,34.18915912460274,315.7140860860351,1540.6348101813421,74.4059042690756,46.09053303087511,79.50981613537589,2.3501891205482237,110.36952130384543,5.102039836824337,150.0,0.5908219781760117,33.46778949219626,7.0,139.1956998079986,5.074754372653433,1.0822306611018202,26.455821358595294,17.138430933569886,7.637993611195529,168.67847206323947,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0182,Magnesium,Aluminum,ZrO2,PEO,KOH,constant_current,AC,air,polished,14.507835981876523,5.230547443743297,33.89831687640184,343.0546919571832,4509.7734509089705,63.53196085161807,55.93511725806442,31.105661938580145,2.4873025386282372,230.76777187026119,0.9593963237303156,250.0,0.7892626697221425,26.267678864863235,7.0,75.35378911932474,37.868288854421266,0.8932945382822697,59.01339134373753,10.55959573315133,9.035486212004013,179.8338767503601,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0183,Aluminum,TiO2,graphene,PEO,phosphate,constant_current,DC,air,ground,11.930437757783952,14.100231812448488,59.09183521945486,305.08314664888354,4156.810629415141,76.94281781587486,80.67371569417298,35.11318959307771,0.9909048365486901,193.47582339295892,0.43396696950961655,400.0,10.645484188618346,28.90422687484504,3.0,158.87583622883926,40.96597801308952,0.45650806741720534,63.88966869987107,14.761256805373817,7.04603333943919,190.02432476192735,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0184,Zirconium,TiO2,TiO2,electrodeposition,phosphate,constant_voltage,AC,oil,as_received,6.788034712344665,22.05358506761624,15.62619970003979,68.01245341813323,1860.0187835982945,31.327318454367546,54.09716387312867,31.206822397378996,4.624969820880803,224.21751238119964,6.673091135903973,25.0,0.0,6.234019441509207,2.0,129.9937551194999,21.299877507193088,1.103882722888183,19.008626921611146,4.2631909352013,1.7591807607818366,79.02725871876032,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0185,Aluminum,Aluminum,Al2O3,anodizing,phosphate,constant_voltage,DC,furnace,ground,14.096836405683618,16.687490477976727,5.480953588407242,298.54533090329903,2879.168092909019,63.637392302308854,89.14237009879575,32.3896253938246,3.1961566741446843,210.98948665229526,4.37622674517323,25.0,0.0,1.376859096649681,6.0,199.82359394098688,30.817398453496025,0.6021751886876834,31.072674965206232,0.7644827222223323,7.573633192346837,188.9362551056831,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0186,Aluminum,ZrO2,Al2O3,plasma_spray,aluminate,constant_current,DC,air,sandblasted,19.1609459003002,11.821198109476486,34.15451449246949,181.77483133849526,2836.802795070292,23.067498756551565,15.562521849203401,50.92298814673703,2.2484098870532696,226.6871458993973,7.155147362842355,200.0,,17.931802590054538,1.0,152.22673412464857,38.43487741208497,1.019426041800988,47.91059016903849,11.605587824128301,4.866247736537072,213.606687780332,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0187,Magnesium,Tantalum,none,plasma_spray,aluminate,constant_current,DC,air,polished,0.0,0.0,20.398350270796094,221.34409018891571,4143.6876959685615,40.922743483994125,100.4484646332622,30.587685379745672,2.7810823256249297,276.38676210886473,0.5852139842351083,450.0,5.335287426883929,4.491238127193819,4.0,91.47302589349478,57.53455449339451,0.5814110149128314,61.35062771381326,6.899266791979434,4.4584629756531875,112.46498745079114,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0188,Aluminum,MgO,graphene,plasma_spray,KOH,constant_voltage,AC,furnace,ground,13.45472493446795,2.1928609254674427,20.01798759567461,374.55079959357,1181.450507584828,71.57060806163811,28.48169355883048,40.59513524102631,1.9138886891096303,190.86737401562036,0.05,500.0,9.684029330636472,14.952349914600148,5.0,195.9664423386614,43.25835861260377,0.3132725856418923,69.81973439952664,6.495018831434399,8.938726025375368,263.12001740045184,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0189,Magnesium,Tantalum,TiO2,sol_gel,silicate,constant_voltage,AC,furnace,ground,9.023996822896114,6.153446962337766,1.4180358960269346,298.848564737053,1481.9374439650617,63.69181277429455,113.55397509534309,57.614427858808995,4.344489642400669,66.96219572599881,2.1798432968548282,250.0,11.281623115344187,9.725968949219766,5.0,,29.940624314997912,1.3694283000087606,23.229709905495906,1.4888055960500828,7.2781752276090375,152.5627538492757,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0190,Aluminum,ZrO2,none,PEO,phosphate,constant_voltage,DC,air,as_received,0.0,0.0,36.17812516332805,96.60910633373022,1508.9271687280575,25.968161653689364,22.88776699278581,69.34170323255225,3.0875676870582667,117.70635861172488,6.50829288165033,25.0,0.0,36.73752217284896,1.0,69.06024150123204,20.743274575835624,1.464675661054827,30.849904836564484,13.01904478113651,2.4380379116687205,24.170842769486292,E019,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
